seed,error_type,corruption_level,method,f1,precision,recall,roc_auc,pr_auc,n_flagged,n_true_errors
49,feature_dropout,0.4,LOF,0.5051194539249146,0.38341968911917096,0.74,0.48201354166666666,0.39274468332882245,1544,800
49,feature_dropout,0.4,GMM,0.5195948921180097,0.40108769544527534,0.7375,0.5313895833333333,0.466909325676359,1471,800
49,covariate_shift,0.4,HIF,0.01717791411042945,0.4666666666666667,0.00875,0.3215869791666667,0.3547473947771907,15,800
49,covariate_shift,0.4,IsolationForest,0.39550029603315573,0.37570303712035996,0.4175,0.4689729166666667,0.3980557777636972,889,800
49,covariate_shift,0.4,LOF,0.30524795377948966,0.24823805794831635,0.39625,0.21646875000000002,0.2675905963975363,1277,800
49,covariate_shift,0.4,GMM,0.3538083538083538,0.291497975708502,0.45,0.28890104166666664,0.2878510849507716,1235,800
50,random_injection,0.4,HIF,0.35149023638232274,0.9884393063583815,0.21375,0.8829286458333333,0.8656762345598576,173,800
50,random_injection,0.4,IsolationForest,0.45298165137614677,0.4184322033898305,0.49375,0.5158739583333334,0.41845016429839793,944,800
50,random_injection,0.4,LOF,0.6131558339859045,0.44640820980615736,0.97875,0.8624375,0.8280835951548562,1754,800
50,random_injection,0.4,GMM,0.6218885815883051,0.45465049104563837,0.98375,0.8875270833333333,0.8563367716892868,1731,800
50,semantic_hallucination,0.4,HIF,0.20935412026726058,0.9591836734693877,0.1175,0.8148458333333333,0.7913610982038001,98,800
50,semantic_hallucination,0.4,IsolationForest,0.4389380530973451,0.41564245810055866,0.465,0.5207239583333334,0.40647223372186303,895,800
50,semantic_hallucination,0.4,LOF,0.5948345439870864,0.43921334922526817,0.92125,0.7154916666666666,0.6547833493185794,1678,800
50,semantic_hallucination,0.4,GMM,0.6075745366639806,0.4482758620689655,0.9425,0.8061364583333333,0.7901862477625793,1682,800
50,row_duplication,0.4,HIF,0.014796547472256474,0.5454545454545454,0.0075,0.5085588541666667,0.41544281708275316,11,800
50,row_duplication,0.4,IsolationForest,0.42550655542312277,0.40660592255125283,0.44625,0.5035322916666667,0.4162755174389525,878,800
50,row_duplication,0.4,LOF,0.5404061334438458,0.4042157470551767,0.815,0.5153645833333333,0.41719613839687886,1613,800
50,row_duplication,0.4,GMM,0.531063829787234,0.40258064516129033,0.78,0.5079031249999999,0.41192230460493706,1550,800
